# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_425117	hCoV-19/Korea/KCDC2001/2020	Asia / South Korea	2/23/20	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim, Yoon-Seok Chung, Namjoo Lee, Mi-Seon Kim, Sang Hee Woo, Hye-Jun Jo, Sehee Park, Heui Man Kim, Jun-Sub Kim, Junhyeong Jang, Dong Hyun Song, Daesang Lee, Seong Tae Jeong, Myung Guk Han
EPI_ISL_414468	hCoV-19/Netherlands/ZuidHolland_8/2020	Europe / Netherlands / Zuid Holland	3/6/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414497	hCoV-19/Germany/NRW-02-1/2020	Europe / Germany / North Rhine Westphalia / Heinsberg District	2/25/20	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann
EPI_ISL_414499	hCoV-19/Germany/NRW-04/2020	Europe / Germany / North Rhine Westphalia / Heinsberg District	2/26/20	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann
EPI_ISL_414480	hCoV-19/USA/CruiseA-21/2020	North America / USA	2/21/20	unknown	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Krista Queen, Clinton R. Paden, Anna Uehara, Jing Zhang, Yan Li, Mary S. Keckler, Alison S. Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong
EPI_ISL_414482	hCoV-19/USA/CruiseA-23/2020	North America / USA	2/18/20	unknown	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Anna Uehara, Ying Tao, Clinton R. Paden, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong
EPI_ISL_414481	hCoV-19/USA/CruiseA-22/2020	North America / USA	2/21/20	unknown	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Krista Queen, Clinton R. Paden, Anna Uehara, Jing Zhang, Yan Li, Mary S. Keckler, Alison S. Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong
EPI_ISL_414484	hCoV-19/USA/CruiseA-25/2020	North America / USA	2/17/20	unknown	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Anna Uehara, Ying Tao, Clinton R. Paden, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong
EPI_ISL_414485	hCoV-19/USA/CruiseA-26/2020	North America / USA	2/24/20	unknown	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Anna Uehara, Ying Tao, Clinton R. Paden, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong
EPI_ISL_414487	hCoV-19/Ireland/COR-20134/2020	Europe / Ireland / Cork	3/4/20	UCD National Virus Reference Laboratory	UCD National Virus Reference Laboratory	Michael Carr, Gabriel Gonzalez, Jonathan Dean, Suzie Coughlan, Alison Murphy, Kevin Byrne, Ken Wolfe, Jeff Connell, Brendan Loftus, Cillian F De Gascun
EPI_ISL_420294	hCoV-19/Slovenia/4584/2020	Europe / Slovenia	3/6/20	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Samo Zakotnik, Tomaž Mark Zorec, Lucijan Skubic, Miša Korva, Mario Poljak, Tatjana Avšič - Županc
EPI_ISL_415700	hCoV-19/Switzerland/GE1402/2020	Europe / Switzerland	2/28/20	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Laubscher F.
EPI_ISL_415702	hCoV-19/Switzerland/SZ1417/2020	Europe / Switzerland	3/2/20	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Laubscher F.
EPI_ISL_415701	hCoV-19/Switzerland/BS0914/2020	Europe / Switzerland	3/2/20	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Laubscher F.
EPI_ISL_419296	hCoV-19/Japan/P1/2020	Asia / Japan / Kochi	3/8/20	Kochi Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Akihiko Tokaji, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Hajime Kamiya, Motoi Suzuki, Makoto Kuroda
EPI_ISL_415711	hCoV-19/Hangzhou/ZJU-05/2020	Asia / China / Hangzhou	1/22/20	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003	Hangping Yao, Nanping Wu, Chao Jiang, Xiangyun Lu, Linfang Cheng, Fumin Liu, Zhigang Wu, Haibo Wu, Changzhong Jin, Min Zheng, Lanjuan Li
EPI_ISL_415704	hCoV-19/Switzerland/BE2536/2020	Europe / Switzerland	3/4/20	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Laubscher F. 
EPI_ISL_415703	hCoV-19/Switzerland/TI2045/2020	Europe / Switzerland	3/1/20	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Laubscher F.
EPI_ISL_415706	hCoV-19/Switzerland/GE06207/2020	Europe / Switzerland	3/6/20	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Laubscher F.
EPI_ISL_415705	hCoV-19/Switzerland/GE4135/2020	Europe / Switzerland	3/6/20	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Laubscher F. 
EPI_ISL_415708	hCoV-19/Switzerland/GE4984/2020	Europe / Switzerland	3/7/20	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Laubscher F.
EPI_ISL_415707	hCoV-19/Switzerland/GE6679/2020	Europe / Switzerland	3/8/20	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Hôpitaux universitaires de Genève Laboratoire de Virologie 	Laubscher F.
EPI_ISL_415709	hCoV-19/Hangzhou/ZJU-01/2020	Asia / China / Hangzhou	1/25/20	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003	Hangping Yao, Nanping Wu, Chao Jiang, Xiangyun Lu, Linfang Cheng, Fumin Liu, Zhigang Wu, Haibo Wu, Changzhong Jin, Min Zheng, Lanjuan Li
EPI_ISL_415741	hCoV-19/Taiwan/CGMH-CGU-03/2020	Asia / Taiwan / Taoyuan	2/26/20	Laboratory Medicine	Department of Laboratory Medicine, Lin-Kou Chang Gung Memorial Hospital, Taoyuan, Taiwan	Kuo-Chien Tsao, Yu-Nong Gong, Shu-Li Yang, Yi-Chun Liu, Chung-Guei Huang, Po-Wei Huang, Mei-Jen Hsiao, Cheng-Ta Yang, Cheng-Hsun Chiu, Chi-Hsien Huang, Kuang-Tso Le, Shu-Min Lin, Peng-Nien Huang, Kuo-Ming Lee, Guang-Wu Chen, Shin-Ru Shih
EPI_ISL_415743	hCoV-19/Taiwan/CGMH-CGU-05/2020	Asia / Taiwan / Taoyuan	2/27/20	Laboratory Medicine	Department of Laboratory Medicine, Lin-Kou Chang Gung Memorial Hospital, Taoyuan, Taiwan	Kuo-Chien Tsao, Yu-Nong Gong, Shu-Li Yang, Yi-Chun Liu, Chung-Guei Huang, Po-Wei Huang, Mei-Jen Hsiao, Cheng-Ta Yang, Cheng-Hsun Chiu, Chi-Hsien Huang, Kuang-Tso Le, Shu-Min Lin, Peng-Nien Huang, Kuo-Ming Lee, Guang-Wu Chen, Shin-Ru Shih
EPI_ISL_414414	hCoV-19/Australia/QLD09/2020	Oceania / Australia / Queensland / Gold Coast	2/29/20	Pathology Queensland	Public Health Virology Laboratory	Bixing Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore
EPI_ISL_420456	hCoV-19/Australia/WA11/202	Oceania / Australia / Western Australia / Perth	2/22/20	PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA	Chisha Sikazwe, Jurissa Lang, Avram Levy, David Smith and David Speers
EPI_ISL_414552	hCoV-19/Netherlands/Utrecht_13/2020	Europe / Netherlands / Utrecht	3/7/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414551	hCoV-19/Netherlands/Utrecht_12/2020	Europe / Netherlands / Utrecht	3/7/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414554	hCoV-19/Netherlands/Utrecht_15/2020	Europe / Netherlands / Utrecht	3/8/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414555	hCoV-19/Netherlands/Utrecht_16/2020	Europe / Netherlands / Utrecht	3/8/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414558	hCoV-19/Netherlands/ZuidHolland_16/2020	Europe / Netherlands / Zuid Holland	3/6/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414557	hCoV-19/Netherlands/ZuidHolland_15/2020	Europe / Netherlands / Zuid Holland	3/8/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414549	hCoV-19/Netherlands/NoordHolland_2/2020	Europe / Netherlands / Noord Holland	3/3/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413213	hCoV-19/Australia/NSW06/2020	Oceania / Australia / New South Wales / Sydney	2/29/20	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S, Carter I, Rahman H, Holmes EC, Rockett R, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_414545	hCoV-19/Netherlands/NoordBrabant_36/2020	Europe / Netherlands / Noord Brabant	3/3/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_413214	hCoV-19/Australia/NSW07/2020	Oceania / Australia / New South Wales / Sydney	2/29/20	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S, Carter I, Rahman H, Holmes EC, Rockett R, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*
EPI_ISL_414537	hCoV-19/Netherlands/NoordBrabant_28/2020	Europe / Netherlands / Noord Brabant	3/8/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414539	hCoV-19/Netherlands/NoordBrabant_30/2020	Europe / Netherlands / Noord Brabant	3/8/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_425224	hCoV-19/USA/NY-Wadsworth-10495-01/2020	North America / USA / New York	3/3/20	Wadsworth Center, New York State Department of Health	Wadsworth Center, New York State Department of Health	Kirsten St. George, Daryl M. Lamson, Sara Griesemer, Jonathan Plitnick, Navjot Singh, Matthew D. Shudt, Erica Lasek-Nesselquist 
EPI_ISL_414571	hCoV-19/Hong Kong/VM20002849/2020	Asia / Hong Kong	2/22/20	Hong Kong Department of Health	School of Public Health, The University of Hong Kong	Dominic N.C. Tsang, Daniel K.W. Chu, Leo L.M. Poon, Malik Peiris
EPI_ISL_414578	hCoV-19/Chile/Talca-2/2020	South America / Chile / Talca	3/4/20	Hospital de Talca, Chile	Instituto de Salud Publica de Chile	Andrés E. Castillo, Bárbara Parra, Paz Tapia, Alejandra Acevedo, Jaime Lagos, Winston Andrade, Loredana Arata, Gabriel Leal, Gisselle Barra, Carolina Tambley, Javier Tognarelli, Patricia Bustos, Soledad Ulloa, Rodrigo Fasce, Jorge Fernández.
EPI_ISL_414577	hCoV-19/Chile/Talca-1/2020	South America / Chile / Talca	3/2/20	Hospital de Talca, Chile	Instituto de Salud Publica de Chile	Andrés E. Castillo, Bárbara Parra, Paz Tapia, Alejandra Acevedo, Jaime Lagos, Winston Andrade, Loredana Arata, Gabriel Leal, Gisselle Barra, Carolina Tambley, Javier Tognarelli, Patricia Bustos, Soledad Ulloa, Rodrigo Fasce, Jorge Fernández.
EPI_ISL_414579	hCoV-19/Chile/Santiago-1/2020	South America / Chile / Santiago	3/3/20	Clinica Alemana de Santiago, Chile 	Instituto de Salud Publica de Chile	Andrés E. Castillo, Bárbara Parra, Paz Tapia, Alejandra Acevedo, Jaime Lagos, Winston Andrade, Loredana Arata, Gabriel Leal, Gisselle Barra, Carolina Tambley, Javier Tognarelli, Patricia Bustos, Soledad Ulloa, Rodrigo Fasce, Jorge Fernández.
EPI_ISL_414561	hCoV-19/Netherlands/ZuidHolland_19/2020	Europe / Netherlands / Zuid Holland	3/5/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414563	hCoV-19/Netherlands/ZuidHolland_21/2020	Europe / Netherlands / Zuid Holland	3/3/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414562	hCoV-19/Netherlands/ZuidHolland_20/2020	Europe / Netherlands / Zuid Holland	3/3/20	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
